EmployeeID,Total Hours Worked,JobInvolvement,PerformanceRating,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
2225,1841.0,3,3,31,1,1,2,4,3,1,1,2,3,2,30570,1.0,19,0,1.0,3,1,0,0,2.0,3.0,3.0
2226,1856.0,3,3,30,0,2,2,3,3,1,1,3,7,0,51210,7.0,13,0,8.0,4,3,0,2,4.0,1.0,3.0
2227,1836.6000000000001,3,3,31,0,2,1,1,3,3,1,1,2,2,168560,3.0,12,1,9.0,3,3,1,0,1.0,2.0,3.0
2228,1882.8000000000002,4,3,34,0,1,2,2,1,2,0,5,3,0,26860,5.0,11,0,10.0,3,4,1,3,4.0,1.0,3.0
2229,1982.6,1,3,31,1,2,2,20,3,5,1,1,6,2,61800,1.0,14,1,1.0,2,1,0,0,1.0,2.0,4.0
2230,1789.4,3,3,27,0,2,0,11,4,3,1,4,7,1,66320,0.0,16,0,6.0,3,5,1,4,2.0,1.0,4.0
2231,1579.6,2,3,36,0,2,2,1,3,2,1,2,6,2,35050,1.0,12,2,10.0,2,10,1,8,1.0,4.0,2.0
2232,1811.2,3,3,36,0,2,1,24,3,4,0,3,5,1,63970,4.0,14,1,11.0,3,3,0,2,3.0,1.0,2.0
2233,1939.1999999999998,3,3,47,0,2,1,23,4,1,0,2,7,1,62740,7.0,14,2,17.0,0,6,1,2,1.0,4.0,2.0
2234,1785.8000000000002,2,3,25,1,2,2,16,4,1,1,2,6,1,198590,3.0,19,0,6.0,3,3,2,2,1.0,1.0,3.0
2235,1887.0,3,4,37,0,0,2,8,4,3,1,1,0,2,75870,0.0,22,1,7.0,5,6,1,3,3.0,3.0,1.0
2236,1657.9999999999998,3,3,56,0,2,1,10,4,4,1,2,8,1,42580,2.0,16,0,5.0,2,3,1,0,1.0,1.0,4.0
2237,1572.2000000000003,3,3,47,0,2,1,3,2,3,1,2,2,1,43640,3.0,11,1,26.0,3,20,5,6,1.0,3.0,4.0
2238,2424.6,3,3,24,0,2,1,5,1,4,1,1,4,1,43350,1.0,15,1,5.0,5,5,0,3,4.0,3.0,3.0
2239,1879.6,3,3,32,0,2,2,4,3,2,1,1,6,1,53260,4.0,14,1,7.0,2,4,0,3,4.0,4.0,2.0
2240,1527.6000000000001,3,3,34,0,2,1,9,2,3,1,1,7,1,32800,5.0,13,0,7.0,3,5,0,2,4.0,2.0,2.0
2241,2603.6,3,3,41,0,2,1,26,3,3,0,3,7,1,54850,2.0,17,2,7.0,2,4,0,3,2.0,3.0,2.0
2242,1585.8000000000004,2,3,40,0,0,2,3,2,1,1,1,7,0,43420,3.0,11,1,11.0,6,8,0,7,3.0,3.0,4.0
2243,1667.6,3,3,31,0,2,1,16,3,3,1,2,1,0,27820,1.0,19,1,13.0,5,13,9,9,1.0,4.0,3.0
2244,1658.8,3,3,46,1,2,1,18,1,3,1,1,4,0,59800,4.0,11,1,28.0,2,7,4,3,1.0,4.0,4.0
2245,2331.6000000000004,2,3,39,1,0,1,2,4,3,1,2,4,2,43810,2.0,15,2,11.0,1,1,0,0,1.0,1.0,4.0
2246,1689.6,3,3,31,1,1,2,2,3,3,1,2,7,2,25720,1.0,13,3,10.0,3,10,4,7,3.0,2.0,3.0
2247,2614.7999999999997,3,3,45,0,2,2,10,2,2,1,1,7,0,38330,2.0,14,0,24.0,1,7,0,7,2.0,1.0,3.0
2248,1675.5999999999997,3,3,31,0,2,1,16,4,1,1,3,1,2,42440,9.0,13,0,8.0,3,3,0,2,4.0,2.0,3.0
2249,2560.4,3,4,31,1,1,1,7,4,1,1,1,2,1,65000,6.0,23,1,7.0,5,2,2,2,2.0,4.0,1.0
2250,2628.7999999999997,3,3,45,0,2,1,1,2,1,0,1,6,1,184300,4.0,12,1,10.0,5,3,1,2,2.0,4.0,4.0
2251,1765.4,3,3,48,0,2,1,24,3,5,1,2,6,0,16010,4.0,12,0,15.0,3,2,2,2,3.0,1.0,3.0
2252,1845.6,3,3,34,1,2,1,7,4,3,1,2,6,1,26940,1.0,16,1,2.0,3,2,2,2,1.0,3.0,3.0
2253,1985.5999999999997,2,3,40,0,0,1,25,4,4,0,1,7,0,31490,2.0,15,1,16.0,1,9,4,8,4.0,2.0,3.0
2254,1613.8,3,3,28,0,2,1,1,2,5,0,1,6,2,176390,0.0,13,1,6.0,0,5,1,3,4.0,1.0,3.0
2255,1636.4,2,3,44,0,0,1,5,3,1,1,1,2,2,23190,3.0,18,0,7.0,4,5,0,3,3.0,3.0,3.0
2256,1716.1999999999998,3,4,53,0,2,1,2,4,5,1,2,3,2,116910,4.0,20,0,35.0,2,9,8,8,4.0,2.0,2.0
2257,1687.0,1,3,49,0,2,1,7,3,1,1,3,2,1,53240,2.0,19,0,20.0,2,3,1,2,1.0,3.0,2.0
2258,1616.9999999999998,3,3,40,0,2,1,2,4,1,1,3,2,0,167520,2.0,18,1,8.0,3,3,1,2,3.0,3.0,4.0
2259,1728.5999999999997,4,3,44,0,2,1,5,1,4,1,3,6,2,52280,1.0,13,0,6.0,2,5,1,3,4.0,2.0,2.0
2260,1808.4000000000003,3,3,33,0,1,0,10,3,3,0,2,7,1,27000,0.0,14,3,5.0,2,4,0,3,4.0,1.0,3.0
2261,1708.3999999999999,3,3,34,0,2,1,10,4,1,0,1,8,2,192460,3.0,15,1,15.0,5,13,3,12,4.0,1.0,3.0
2262,1518.2,3,4,30,0,2,2,1,2,5,1,1,2,1,25060,8.0,22,0,4.0,3,2,2,2,4.0,3.0,2.0
2263,1804.0000000000002,3,4,42,0,1,1,8,4,3,0,1,7,2,60620,1.0,22,2,12.0,2,12,5,8,1.0,4.0,3.0
2264,1882.5999999999997,3,3,44,0,1,1,5,3,1,0,5,4,1,43820,7.0,16,2,11.0,2,1,0,0,1.0,3.0,2.0
2265,1547.0,3,3,30,0,0,1,8,3,1,1,1,4,0,21430,1.0,17,1,1.0,2,1,0,0,3.0,3.0,2.0
2266,1888.4,2,3,57,0,2,2,2,1,1,1,3,6,1,61620,0.0,14,0,13.0,5,12,2,8,2.0,3.0,2.0
2267,1718.0,3,3,49,0,2,1,7,3,5,0,2,7,0,50940,3.0,15,0,29.0,5,8,0,7,3.0,2.0,3.0
2268,1567.6,3,4,34,0,1,1,2,4,3,0,2,8,0,68770,7.0,20,0,16.0,3,14,6,9,2.0,1.0,2.0
2269,1625.2,3,4,28,1,1,1,2,3,3,1,1,6,1,22740,3.0,20,1,5.0,5,3,1,2,1.0,3.0,4.0
2270,1949.1999999999998,3,3,29,1,1,1,28,3,3,0,5,6,2,44340,5.0,17,3,7.0,1,5,0,0,1.0,2.0,1.0
2271,2126.2,3,3,34,1,2,1,7,1,3,1,1,6,2,62880,0.0,15,1,16.0,2,15,10,10,1.0,2.0,4.0
2272,1647.4,2,3,35,0,2,2,7,4,4,0,4,0,1,25530,1.0,14,1,1.0,4,1,0,0,4.0,3.0,3.0
2273,2112.6000000000004,2,3,24,1,1,2,3,3,1,1,2,6,2,76540,2.0,17,1,4.0,3,0,0,0,2.0,1.0,2.0
2274,1858.6000000000001,1,3,24,0,0,1,10,3,1,0,2,3,1,51600,1.0,17,1,1.0,3,1,0,0,4.0,2.0,3.0
2275,2583.2000000000003,2,4,44,0,1,1,5,2,3,0,2,6,2,171590,5.0,22,1,16.0,1,2,2,2,2.0,3.0,2.0
2276,1744.0000000000002,3,3,29,0,2,2,10,2,1,0,1,7,0,128080,1.0,13,0,10.0,6,10,0,4,3.0,3.0,3.0
2277,1509.8000000000002,3,3,30,0,2,1,1,2,1,1,3,7,0,102210,0.0,19,1,6.0,2,5,1,3,3.0,3.0,4.0
2278,2663.0,3,3,55,0,2,2,20,3,2,1,2,6,1,47790,0.0,14,1,4.0,6,3,1,2,4.0,3.0,3.0
2279,1970.2,3,4,33,0,2,1,7,2,1,1,2,6,1,37370,8.0,22,2,8.0,2,5,0,2,1.0,2.0,3.0
2280,2703.4,2,3,47,0,2,1,8,4,3,0,2,8,1,23660,3.0,17,0,11.0,5,5,1,2,3.0,3.0,2.0
2281,1892.1999999999998,3,3,28,1,1,2,1,3,2,1,2,2,2,17060,7.0,12,0,8.0,3,0,0,0,3.0,1.0,2.0
2282,1530.2,2,3,28,0,2,2,8,4,2,1,1,2,0,163070,1.0,16,0,1.0,3,1,0,0,1.0,3.0,1.0
2283,1754.6000000000001,3,3,28,0,1,1,9,3,1,0,2,7,2,59330,0.0,11,0,5.0,3,4,1,3,3.0,1.0,3.0
2284,1592.2,3,3,49,0,2,1,5,4,1,0,1,6,1,34240,4.0,11,0,10.0,3,3,1,2,3.0,1.0,3.0
2285,1784.6000000000004,1,3,29,0,1,1,8,1,3,1,1,6,1,40370,0.0,14,0,4.0,2,3,0,2,4.0,2.0,3.0
2286,1505.8000000000002,2,3,28,0,2,1,5,1,5,1,2,2,1,25590,1.0,11,0,8.0,3,8,1,7,3.0,2.0,2.0
2287,2108.8,2,3,33,0,2,1,15,4,1,0,1,7,2,62010,2.0,15,3,14.0,2,0,0,0,4.0,3.0,3.0
2288,1852.2000000000003,2,4,32,0,2,1,7,3,1,0,3,2,2,44030,2.0,20,0,10.0,3,5,0,0,3.0,4.0,4.0
2289,1733.6,2,3,54,0,1,2,10,3,1,0,4,6,0,37610,3.0,12,0,26.0,3,14,1,12,2.0,4.0,3.0
2290,1634.7999999999997,3,3,29,1,2,1,5,3,1,0,2,6,2,109340,6.0,17,2,11.0,2,9,0,7,1.0,1.0,1.0
2291,1961.6,2,3,44,0,2,2,26,1,2,1,1,8,1,107610,3.0,11,1,24.0,5,20,14,17,4.0,1.0,4.0
2292,1788.0,4,3,39,0,2,2,6,1,5,0,2,2,2,51750,4.0,17,1,9.0,2,2,2,2,2.0,2.0,3.0
2293,1747.0,2,3,46,0,2,1,4,2,1,1,3,4,1,138260,8.0,11,0,23.0,1,13,5,1,3.0,2.0,4.0
2294,1541.2000000000003,4,3,35,0,2,1,23,4,1,1,2,6,2,63340,1.0,14,0,11.0,2,11,3,3,4.0,2.0,1.0
2295,1905.4,2,3,23,0,2,1,2,4,3,0,2,3,2,49360,0.0,19,1,5.0,2,4,1,2,1.0,3.0,3.0
2296,1884.3999999999996,4,3,40,1,2,1,2,3,3,1,2,5,2,47750,3.0,15,1,15.0,3,5,1,0,4.0,1.0,1.0
2297,2566.5999999999995,3,3,34,0,2,0,2,3,0,1,2,4,1,28180,1.0,13,1,10.0,2,10,8,6,4.0,3.0,3.0
2298,1600.8000000000004,2,3,31,1,1,1,29,3,1,0,2,0,2,25150,1.0,14,0,7.0,3,7,7,7,4.0,3.0,1.0
2299,2495.8,2,3,50,0,1,1,6,3,3,1,1,3,2,23420,1.0,12,1,32.0,2,32,13,9,3.0,4.0,3.0
2300,2625.4,3,3,34,0,2,2,25,5,2,0,1,6,1,41940,0.0,17,2,12.0,3,11,5,7,2.0,3.0,3.0
2301,1624.6000000000001,3,3,42,0,2,1,1,3,1,0,1,4,1,106850,4.0,11,3,4.0,2,1,0,0,3.0,2.0,3.0
2302,2004.2,3,3,37,0,2,1,2,2,3,1,1,6,1,20220,1.0,12,0,10.0,1,10,3,7,1.0,4.0,3.0
2303,1534.6000000000001,4,3,29,0,2,1,1,3,3,0,1,3,1,23140,3.0,13,0,9.0,5,7,0,7,3.0,1.0,3.0
2304,1796.1999999999998,3,3,33,0,2,1,1,1,1,1,1,6,2,42560,1.0,13,3,5.0,1,5,0,2,4.0,2.0,3.0
2305,1489.8,2,4,45,0,2,2,3,3,1,1,3,2,1,35800,4.0,20,1,8.0,1,5,0,3,4.0,4.0,3.0
2306,2016.0000000000002,3,3,42,0,1,0,1,4,5,1,2,4,1,31620,2.0,17,2,24.0,1,20,13,9,4.0,4.0,1.0
2307,1559.0000000000002,4,3,40,0,2,2,10,1,1,0,1,4,1,65240,0.0,13,1,9.0,2,8,7,1,1.0,1.0,4.0
2308,2646.0,2,3,33,0,2,1,9,3,3,0,2,4,1,28990,1.0,17,0,15.0,3,15,5,7,2.0,3.0,3.0
2309,2087.6000000000004,3,3,40,0,2,2,5,5,1,1,1,4,2,52310,1.0,12,2,21.0,4,21,7,7,3.0,4.0,3.0
2310,1527.6000000000004,3,3,24,0,2,2,10,2,2,1,1,4,0,23560,0.0,13,0,2.0,5,1,0,0,3.0,1.0,3.0
2311,2088.2,2,3,40,0,0,1,7,3,3,1,1,6,0,28000,3.0,12,2,8.0,0,2,2,2,4.0,4.0,3.0
2312,1642.3999999999996,4,4,45,0,2,1,4,3,3,0,3,2,0,118360,1.0,22,0,10.0,2,10,7,7,1.0,2.0,3.0
2313,1937.3999999999999,4,3,35,0,2,1,10,1,1,1,1,0,1,109030,0.0,11,0,6.0,3,5,4,2,2.0,3.0,3.0
2314,1818.6,4,4,32,0,2,1,22,4,3,1,1,7,1,29730,3.0,22,0,12.0,0,7,2,5,4.0,2.0,3.0
2315,2273.399999999999,2,3,36,0,2,2,9,3,2,0,4,6,2,142750,3.0,18,1,7.0,5,3,1,2,3.0,4.0,2.0
2316,1968.1999999999998,3,3,48,0,2,1,12,4,3,1,1,2,0,55620,8.0,13,1,18.0,2,8,7,7,3.0,3.0,3.0
2317,1931.9999999999995,4,3,29,0,2,1,23,4,1,0,2,0,1,45370,6.0,18,1,5.0,5,1,0,0,3.0,3.0,2.0
2318,1775.6000000000001,2,4,33,0,2,1,9,1,3,1,1,0,1,76420,2.0,20,1,8.0,2,2,2,2,1.0,1.0,1.0
2319,1839.9999999999998,3,3,30,1,2,1,1,3,4,1,3,7,1,179240,1.0,13,2,10.0,2,10,6,7,2.0,1.0,3.0
2320,1719.3999999999999,3,3,38,0,1,2,9,3,2,1,1,4,1,52040,3.0,13,1,10.0,2,6,1,2,3.0,3.0,3.0
2321,1703.7999999999997,3,3,35,0,2,2,7,2,1,1,1,7,2,22770,1.0,12,1,3.0,2,3,1,2,4.0,1.0,3.0
2322,1609.6,3,3,30,0,2,1,14,3,5,1,5,5,1,27950,3.0,13,0,9.0,4,4,1,3,3.0,2.0,3.0
2323,2432.9999999999995,1,3,35,1,2,1,2,3,3,0,1,6,0,25320,1.0,13,0,1.0,2,1,0,0,1.0,1.0,3.0
2324,1631.7999999999997,3,4,53,1,2,1,19,3,1,1,2,3,1,25590,0.0,25,0,34.0,2,33,1,9,3.0,4.0,3.0
2325,1896.2,2,3,38,1,2,1,2,3,3,0,3,7,1,49080,4.0,19,1,7.0,3,5,1,4,3.0,2.0,3.0
2326,1850.0,3,3,32,0,0,1,10,4,1,0,5,6,1,23800,4.0,13,0,9.0,5,6,1,2,4.0,1.0,2.0
2327,1765.8000000000002,3,3,48,0,2,1,2,5,1,1,1,7,1,47650,8.0,12,1,10.0,4,8,7,6,3.0,1.0,2.0
2328,1848.0000000000002,3,3,34,0,2,1,3,3,1,1,2,7,2,20440,1.0,11,0,1.0,2,1,0,0,1.0,4.0,1.0
2329,1600.6,2,3,55,0,2,1,11,1,3,0,1,2,1,26930,1.0,18,0,36.0,6,36,2,13,3.0,4.0,3.0
2330,1521.0000000000002,3,3,34,0,2,1,2,2,1,1,2,6,1,65860,9.0,18,1,9.0,3,2,2,1,2.0,4.0,2.0
2331,1827.8,3,3,26,0,2,1,4,3,1,1,1,5,1,32940,1.0,11,0,1.0,6,1,0,0,1.0,4.0,3.0
2332,1727.6,4,4,38,0,2,2,14,2,2,0,1,7,1,41710,0.0,23,0,10.0,4,9,7,7,3.0,2.0,3.0
2333,1793.8000000000002,2,3,38,0,2,1,2,3,1,0,1,4,2,27780,2.0,13,0,8.0,5,3,1,2,2.0,2.0,4.0
2334,1846.5999999999997,3,3,36,0,2,0,1,3,0,1,1,6,2,23770,6.0,13,2,15.0,3,1,0,0,2.0,3.0,3.0
2335,2008.8000000000002,2,3,29,0,2,1,10,3,1,1,1,8,2,24040,1.0,17,0,10.0,3,10,1,5,2.0,1.0,3.0
2336,2323.2,4,3,35,0,2,2,12,2,1,0,2,7,2,23180,3.0,19,0,10.0,4,5,0,4,1.0,3.0,3.0
2337,1949.7999999999995,3,3,39,0,2,2,2,2,3,0,1,7,1,20080,2.0,12,0,11.0,3,7,7,6,4.0,3.0,3.0
2338,1687.1999999999996,3,4,29,0,1,1,5,1,3,0,1,6,0,62440,1.0,22,0,6.0,3,6,1,3,1.0,4.0,4.0
2339,2334.6000000000004,1,3,50,0,2,1,4,2,3,0,1,2,1,27990,4.0,12,1,27.0,0,1,0,0,3.0,3.0,3.0
2340,1659.9999999999995,3,3,23,0,2,1,7,2,1,0,3,3,1,105520,2.0,11,0,4.0,2,2,2,2,4.0,3.0,3.0
2341,2307.6000000000004,3,3,36,0,1,2,21,3,1,1,2,1,1,23290,3.0,15,0,9.0,2,3,0,2,1.0,1.0,3.0
2342,1491.4,3,3,42,0,2,1,8,2,1,0,5,3,2,40140,8.0,13,1,24.0,3,1,0,1,4.0,4.0,3.0
2343,1602.8,3,3,35,0,2,2,4,3,3,0,2,2,1,74030,1.0,12,1,10.0,4,10,6,8,2.0,3.0,2.0
2344,1498.3999999999999,3,3,34,0,1,1,25,1,1,0,1,3,1,22590,1.0,14,0,8.0,2,8,7,7,4.0,3.0,2.0
2345,1624.0,3,3,40,0,2,1,1,4,1,1,2,2,1,69320,1.0,13,0,5.0,5,5,1,2,4.0,1.0,3.0
2346,1751.0000000000002,4,4,43,0,2,1,1,1,4,1,1,3,0,46780,5.0,25,1,8.0,0,6,0,2,4.0,2.0,3.0
2347,1835.1999999999998,2,3,35,0,2,2,6,3,2,0,3,8,1,135820,1.0,17,1,1.0,3,1,0,1,3.0,4.0,2.0
2348,1645.0,3,3,46,0,2,1,12,4,5,1,1,2,2,23320,1.0,11,0,27.0,2,26,0,12,4.0,1.0,1.0
2349,2102.4,3,3,28,1,2,0,1,3,3,0,2,2,1,24130,1.0,16,1,1.0,2,1,0,0,3.0,2.0,3.0
2350,2212.5999999999995,2,3,22,0,0,2,17,2,2,1,3,7,1,97050,1.0,18,2,4.0,3,4,1,3,2.0,3.0,2.0
2351,2333.6,2,4,50,0,1,1,3,3,4,1,2,6,1,42940,2.0,20,0,32.0,2,30,12,13,2.0,3.0,3.0
2352,1567.0,3,3,32,0,2,1,3,2,1,1,3,6,1,47210,3.0,14,1,6.0,3,3,0,2,2.0,4.0,3.0
2353,2179.4,3,4,44,0,2,1,10,3,5,1,3,3,0,25190,0.0,21,2,23.0,2,22,1,10,2.0,4.0,2.0
2354,1646.3999999999996,3,3,30,0,2,1,4,3,3,0,1,5,1,21210,1.0,13,1,6.0,2,6,1,1,2.0,2.0,2.0
2355,2203.0,3,3,45,0,2,2,29,2,5,0,2,6,2,29730,1.0,12,0,10.0,2,10,1,4,3.0,1.0,3.0
2356,1967.6000000000001,2,3,45,0,0,2,2,4,1,1,2,4,1,58550,1.0,14,1,10.0,3,10,4,5,1.0,1.0,3.0
2357,1795.6000000000001,3,4,31,0,1,1,7,3,3,1,2,6,2,36170,7.0,21,1,10.0,5,5,0,3,4.0,1.0,3.0
2358,2704.6,3,3,36,0,2,1,18,1,3,1,2,4,1,67250,9.0,17,1,7.0,3,3,1,1,3.0,3.0,3.0
2359,1523.6000000000001,2,3,34,0,1,2,28,4,2,1,5,4,0,103250,1.0,11,1,9.0,3,9,7,2,3.0,4.0,3.0
2360,1812.0,3,3,49,0,2,1,1,4,1,1,3,0,1,69490,1.0,14,1,10.0,2,9,1,4,3.0,1.0,2.0
2361,1630.4,3,3,39,0,2,1,6,2,1,1,3,6,1,106090,2.0,17,1,10.0,2,7,7,7,2.0,1.0,3.0
2362,1523.2,3,3,27,0,2,1,2,1,1,1,4,6,0,44470,1.0,13,0,7.0,4,7,0,7,4.0,1.0,3.0
2363,1891.6,2,4,35,0,2,1,2,3,3,0,2,7,1,21570,1.0,25,0,16.0,1,16,1,10,2.0,1.0,3.0
2364,1856.2000000000003,3,3,28,0,2,1,23,3,1,1,3,4,0,46010,0.0,15,2,6.0,2,5,0,0,2.0,1.0,2.0
2365,1977.7999999999997,3,3,21,0,2,1,3,1,1,0,1,2,2,170990,1.0,14,1,3.0,2,2,2,2,3.0,4.0,3.0
2366,2094.8,2,3,18,1,1,1,3,5,3,1,1,5,2,24790,2.0,12,1,0.0,2,0,0,0,2.0,4.0,4.0
2367,1490.8,2,3,47,0,2,1,25,4,3,1,2,6,1,148520,3.0,19,3,27.0,3,5,1,0,4.0,3.0,3.0
2368,1709.5999999999995,3,3,39,0,2,2,2,4,1,1,1,2,0,72640,0.0,17,0,10.0,5,10,0,7,3.0,3.0,3.0
2369,1874.0000000000002,3,3,40,0,2,1,22,1,1,1,1,2,1,56660,1.0,14,1,18.0,2,18,14,12,1.0,3.0,3.0
2370,1533.0000000000002,3,3,35,0,0,1,29,3,3,0,2,7,1,78230,1.0,13,1,15.0,3,14,2,9,3.0,3.0,3.0
2371,1996.0000000000002,4,3,37,0,2,1,29,4,5,1,1,2,1,78800,3.0,12,1,9.0,2,4,0,2,3.0,3.0,2.0
2372,1634.0,3,3,39,0,1,1,2,3,5,0,2,3,2,131940,0.0,11,0,10.0,2,9,3,8,1.0,3.0,1.0
2373,1820.2,2,3,45,0,2,1,28,3,1,0,2,2,0,50670,1.0,11,2,10.0,3,10,3,9,4.0,4.0,3.0
2374,2398.2000000000003,3,3,38,0,2,1,2,4,1,0,3,7,1,50790,3.0,11,0,10.0,3,5,0,2,4.0,3.0,4.0
2375,1497.2,3,3,35,1,2,1,2,3,1,1,3,0,1,23210,9.0,12,1,15.0,0,13,6,0,4.0,1.0,3.0
2376,1993.8,3,3,37,0,2,1,22,3,1,0,2,0,1,174440,1.0,14,0,8.0,4,8,7,7,2.0,2.0,1.0
2377,2295.2000000000003,2,3,40,0,2,1,8,3,5,0,2,0,2,24040,6.0,17,0,18.0,2,4,3,3,3.0,4.0,2.0
2378,2144.7999999999993,2,3,44,0,1,2,2,2,2,1,1,2,1,34520,4.0,11,1,14.0,2,10,0,2,1.0,4.0,3.0
2379,1751.8000000000002,3,3,48,0,1,2,10,4,2,0,3,3,1,22700,2.0,14,3,23.0,2,2,2,2,3.0,4.0,3.0
2380,2668.8,1,3,35,1,2,1,9,3,1,1,2,3,0,173990,6.0,12,0,7.0,3,2,2,2,3.0,4.0,2.0
2381,2154.0,3,4,24,0,1,1,15,3,1,1,2,6,2,54880,1.0,22,1,6.0,6,6,1,3,1.0,4.0,3.0
2382,1803.2,1,3,27,0,2,2,10,4,1,1,3,7,1,194190,7.0,14,1,5.0,2,3,0,2,2.0,3.0,3.0
2383,1597.0,3,4,27,0,1,1,7,3,1,1,1,6,2,28110,2.0,20,0,6.0,3,4,1,2,4.0,4.0,2.0
2384,2603.3999999999996,3,3,40,1,2,2,16,4,2,1,1,5,2,36330,3.0,16,2,10.0,0,4,0,3,1.0,1.0,1.0
2385,1809.2,2,3,29,0,2,1,20,1,3,0,2,3,2,41630,9.0,15,1,8.0,4,5,1,4,3.0,3.0,3.0
2386,1966.3999999999999,2,4,36,0,2,1,23,3,1,0,3,7,1,21320,4.0,20,0,9.0,1,3,0,2,2.0,1.0,3.0
2387,1518.3999999999999,2,3,25,0,1,2,5,1,2,1,4,4,0,139730,1.0,14,0,7.0,3,7,0,7,4.0,3.0,3.0
2388,1695.9999999999998,3,3,39,0,2,2,10,3,2,0,2,5,1,26840,4.0,12,0,7.0,2,5,1,0,4.0,2.0,3.0
2389,1927.5999999999997,2,4,49,0,2,2,4,2,1,1,2,5,1,108450,3.0,24,0,27.0,4,4,1,2,1.0,2.0,3.0
2390,1945.0,2,3,50,0,2,1,2,2,3,1,3,7,0,43770,5.0,12,1,19.0,2,14,1,11,4.0,1.0,3.0
2391,1641.9999999999998,3,3,20,0,2,1,18,4,3,0,2,7,2,37430,1.0,13,1,2.0,2,2,2,2,3.0,3.0,3.0
2392,1902.9999999999998,3,3,34,0,2,1,10,3,3,1,3,2,0,41480,1.0,11,0,11.0,3,11,7,9,4.0,2.0,3.0
2393,1488.8000000000002,3,3,36,0,2,1,1,3,1,0,2,0,2,10510,2.0,14,0,15.0,2,4,1,3,1.0,2.0,3.0
2394,2106.8,3,3,49,0,2,0,6,2,1,0,2,6,1,107390,2.0,11,3,30.0,3,15,2,12,3.0,3.0,3.0
2395,1987.8,3,3,36,0,0,1,8,4,1,1,4,2,1,103880,0.0,14,0,4.0,2,3,1,2,4.0,3.0,3.0
2396,1574.4,3,3,36,0,2,1,2,2,3,0,2,0,0,114160,6.0,16,0,13.0,2,5,0,4,4.0,1.0,3.0
2397,1897.3999999999999,3,3,54,0,2,2,24,3,2,1,1,2,1,26000,3.0,14,0,36.0,5,10,4,7,2.0,3.0,3.0
2398,1897.8,3,3,43,0,2,1,2,4,1,0,1,6,1,24220,1.0,11,1,14.0,2,14,6,11,3.0,3.0,3.0
2399,2107.0,2,3,35,1,1,1,17,4,3,1,1,5,2,54720,3.0,11,1,13.0,3,11,6,7,4.0,4.0,4.0
2400,1788.6000000000001,3,3,38,0,1,1,19,2,1,1,2,6,1,24510,7.0,12,1,19.0,3,13,2,9,4.0,4.0,4.0
2401,2665.0,2,3,29,0,2,1,1,2,3,1,2,8,0,42400,1.0,14,0,10.0,2,10,0,9,1.0,2.0,2.0
2402,1579.4,2,3,33,0,2,1,7,3,3,1,5,7,0,109990,1.0,18,3,6.0,3,6,0,4,4.0,4.0,3.0
2403,1639.0,3,3,32,0,2,1,5,4,5,1,5,6,0,50030,0.0,13,0,10.0,5,9,1,6,4.0,2.0,2.0
2404,1855.1999999999998,2,3,31,0,2,1,28,4,5,0,2,7,1,127420,1.0,11,0,10.0,4,10,0,2,1.0,4.0,3.0
2405,2409.0,2,3,49,0,2,1,2,4,3,1,1,2,0,42270,4.0,18,0,17.0,3,2,2,2,4.0,1.0,2.0
2406,1946.3999999999999,3,3,38,0,1,2,29,2,3,0,1,7,2,39170,1.0,15,3,4.0,2,4,3,3,4.0,2.0,3.0
2407,1679.3999999999999,2,4,47,0,2,1,1,4,3,1,3,2,0,183030,6.0,22,1,29.0,2,3,1,2,2.0,2.0,3.0
2408,1591.8,1,3,49,0,2,1,21,3,3,1,2,4,2,23800,4.0,13,0,23.0,3,8,0,0,3.0,3.0,3.0
2409,2728.2000000000003,4,3,41,0,2,1,24,4,1,0,4,3,2,137260,3.0,12,0,21.0,6,2,0,2,4.0,3.0,3.0
2410,1914.6,3,3,20,0,2,1,1,3,1,1,1,8,2,47770,1.0,18,1,2.0,3,2,0,2,4.0,1.0,3.0
2411,2354.6000000000004,2,3,33,0,0,1,18,2,3,0,2,0,0,63850,1.0,13,0,7.0,6,6,1,2,3.0,4.0,3.0
2412,1489.8,3,3,36,0,2,1,2,2,5,1,3,7,1,199730,6.0,12,0,10.0,2,3,0,2,1.0,3.0,2.0
2413,2121.0,2,3,44,0,2,1,9,3,5,0,3,0,0,68610,4.0,12,0,8.0,2,2,2,2,3.0,4.0,3.0
2414,2019.9999999999998,3,3,23,1,2,0,6,3,1,0,3,2,2,49690,1.0,12,0,5.0,3,5,1,2,4.0,3.0,3.0
2415,1835.0000000000002,3,3,38,0,2,1,11,2,1,1,1,7,1,198450,7.0,11,1,7.0,3,0,0,0,4.0,3.0,2.0
2416,1988.3999999999999,3,3,53,0,2,1,24,3,1,1,4,5,1,133200,3.0,11,0,11.0,2,4,1,2,2.0,4.0,3.0
2417,2451.0,1,3,48,1,1,2,10,2,2,1,1,0,1,63470,2.0,12,1,19.0,3,9,7,7,4.0,3.0,3.0
